job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
AI13904,Robotics Engineer,172144,SE,FT,Japan,L,Kenya,50,"Git, PyTorch, Java, Spark",Master,9,Telecommunications,6.3,TechCorp Inc
AI13905,AI Software Engineer,83302,EN,PT,Singapore,M,Singapore,50,"Mathematics, Deep Learning, Python, Kubernetes, Azure",Bachelor,1,Media,7.8,Cloud AI Solutions
AI13906,NLP Engineer,109085,MI,CT,Switzerland,S,Australia,50,"SQL, Data Visualization, AWS, MLOps",Bachelor,3,Retail,7.5,Neural Networks Co
AI13907,Machine Learning Engineer,354720,EX,FT,Switzerland,M,Denmark,100,"SQL, Java, Linux",Master,17,Finance,5.9,DeepTech Ventures
AI13908,Data Engineer,106171,SE,PT,France,M,Ukraine,0,"Scala, Deep Learning, Computer Vision",Bachelor,5,Finance,8.6,Cloud AI Solutions
AI13909,AI Specialist,86810,EX,PT,India,M,Germany,50,"Spark, PyTorch, Git, Data Visualization",Master,15,Energy,8.6,Algorithmic Solutions
AI13910,Machine Learning Engineer,131624,SE,CT,Sweden,M,Ireland,50,"Docker, Linux, Kubernetes, NLP",PhD,8,Transportation,9.0,DeepTech Ventures
AI13911,AI Research Scientist,68905,EN,FL,Singapore,S,Singapore,50,"Kubernetes, R, TensorFlow, Statistics, Hadoop",Bachelor,0,Government,6.6,Predictive Systems
AI13912,Machine Learning Engineer,134463,SE,FL,United Kingdom,M,Netherlands,0,"Spark, Linux, TensorFlow, Java",Bachelor,5,Manufacturing,5.3,Quantum Computing Inc
AI13913,Principal Data Scientist,98904,EX,FL,India,L,India,0,"Git, GCP, Tableau, Spark, Scala",Master,14,Energy,9.9,Digital Transformation LLC
AI13914,Data Engineer,257480,EX,FT,Norway,S,Japan,0,"GCP, Statistics, Linux, Scala, R",Master,13,Energy,5.5,Digital Transformation LLC
AI13915,AI Architect,117881,SE,FL,Singapore,S,Singapore,0,"SQL, Git, Data Visualization, PyTorch, MLOps",Master,7,Government,9.4,Future Systems
AI13916,ML Ops Engineer,131840,EX,CT,France,M,France,50,"Kubernetes, Java, Azure, Python, TensorFlow",PhD,13,Consulting,8.7,AI Innovations
AI13917,Machine Learning Researcher,235864,EX,PT,Singapore,S,Romania,0,"R, Data Visualization, GCP, Tableau",PhD,12,Technology,8.7,DataVision Ltd
AI13918,Robotics Engineer,151764,SE,FL,Germany,M,Germany,100,"Python, TensorFlow, Java, PyTorch, Mathematics",Associate,6,Media,7.8,Future Systems
AI13919,AI Consultant,120897,MI,CT,Norway,L,Turkey,0,"GCP, Spark, Deep Learning",PhD,3,Retail,5.6,DataVision Ltd
AI13920,Deep Learning Engineer,319778,EX,CT,Denmark,M,Denmark,0,"MLOps, Tableau, Linux, Git",Bachelor,18,Energy,7.2,Cloud AI Solutions
AI13921,Data Engineer,213125,EX,CT,Germany,M,Philippines,100,"TensorFlow, MLOps, GCP, Java",PhD,16,Energy,8.2,TechCorp Inc
AI13922,AI Specialist,99994,MI,PT,Netherlands,L,Czech Republic,50,"Computer Vision, AWS, TensorFlow, Python, R",Bachelor,2,Retail,5.2,Algorithmic Solutions
AI13923,Deep Learning Engineer,42397,EN,FT,China,L,China,0,"TensorFlow, AWS, Azure, PyTorch",Master,1,Gaming,6.3,AI Innovations
AI13924,Data Engineer,268816,EX,CT,United Kingdom,M,United Kingdom,50,"Tableau, SQL, R, Docker, Kubernetes",Master,11,Telecommunications,7.4,Cloud AI Solutions
AI13925,Machine Learning Engineer,146336,MI,CT,Denmark,L,United States,0,"PyTorch, R, Mathematics",Bachelor,4,Automotive,8.2,Digital Transformation LLC
AI13926,ML Ops Engineer,163963,EX,PT,Germany,M,Israel,100,"SQL, Data Visualization, Hadoop",PhD,15,Government,6.7,Predictive Systems
AI13927,Research Scientist,50533,SE,PT,India,M,India,0,"Statistics, R, Computer Vision, Hadoop, Git",Bachelor,5,Energy,5.5,Smart Analytics
AI13928,AI Architect,82127,EN,FT,Singapore,L,Colombia,50,"AWS, Spark, Linux, TensorFlow, Python",Master,0,Energy,5.2,Cloud AI Solutions
AI13929,AI Consultant,116006,SE,FT,United Kingdom,S,United Kingdom,50,"Python, PyTorch, Tableau, Mathematics, MLOps",Master,9,Education,8.0,Algorithmic Solutions
AI13930,Robotics Engineer,126184,MI,PT,Norway,M,Norway,100,"Java, Linux, TensorFlow, R, Data Visualization",Master,4,Transportation,5.6,Predictive Systems
AI13931,Machine Learning Researcher,160147,SE,FL,Netherlands,L,Netherlands,0,"Kubernetes, TensorFlow, NLP, Statistics, Data Visualization",Master,7,Manufacturing,5.9,Predictive Systems
AI13932,AI Product Manager,107865,MI,CT,Singapore,M,Vietnam,100,"Python, Data Visualization, TensorFlow, PyTorch",Master,4,Gaming,9.1,DeepTech Ventures
AI13933,AI Architect,187028,SE,FT,Switzerland,S,Switzerland,0,"Python, Docker, Hadoop, Azure",Master,7,Transportation,9.0,Machine Intelligence Group
AI13934,ML Ops Engineer,110875,MI,FT,Switzerland,S,Switzerland,100,"Hadoop, Python, Data Visualization",Master,3,Education,7.1,Autonomous Tech
AI13935,Data Engineer,206757,EX,FL,United States,S,Ghana,0,"Scala, PyTorch, Data Visualization, GCP",PhD,13,Technology,8.6,Advanced Robotics
AI13936,Machine Learning Engineer,56474,EN,FT,Ireland,M,Ireland,50,"Python, R, PyTorch",Bachelor,0,Government,8.2,Cognitive Computing
AI13937,AI Specialist,85570,EX,FL,India,M,Italy,0,"PyTorch, TensorFlow, Linux, NLP",Bachelor,15,Automotive,7.9,Digital Transformation LLC
AI13938,Autonomous Systems Engineer,212458,SE,FL,Switzerland,L,Switzerland,100,"Scala, Python, TensorFlow",Bachelor,6,Manufacturing,9.5,Advanced Robotics
AI13939,AI Architect,70580,EN,PT,Singapore,S,Chile,100,"Azure, GCP, Python",Associate,1,Media,9.8,AI Innovations
AI13940,Data Engineer,36309,SE,CT,India,S,Norway,100,"Linux, Git, Kubernetes, PyTorch, SQL",Master,9,Consulting,6.6,DeepTech Ventures
AI13941,Deep Learning Engineer,64560,EN,FT,Israel,M,Turkey,50,"Python, Data Visualization, Linux, Kubernetes, Computer Vision",Bachelor,0,Technology,6.0,Smart Analytics
AI13942,Deep Learning Engineer,94949,MI,CT,France,L,France,100,"R, Computer Vision, Data Visualization, Java",Bachelor,4,Transportation,6.0,Cloud AI Solutions
AI13943,Research Scientist,74347,MI,PT,South Korea,M,South Korea,50,"PyTorch, GCP, Scala, Java",Bachelor,3,Media,7.9,AI Innovations
AI13944,AI Product Manager,321456,EX,FL,United States,L,United States,100,"Docker, GCP, Statistics",Master,15,Automotive,8.6,Quantum Computing Inc
AI13945,Head of AI,72159,EN,FT,Germany,L,Germany,0,"R, Spark, Mathematics",PhD,0,Retail,8.4,Advanced Robotics
AI13946,Machine Learning Researcher,185190,EX,PT,Finland,S,Finland,100,"GCP, Scala, MLOps, Python, Azure",Bachelor,12,Automotive,8.5,Autonomous Tech
AI13947,AI Product Manager,150333,SE,FT,Germany,L,Poland,0,"R, Azure, Git, Python",PhD,9,Automotive,9.1,Quantum Computing Inc
AI13948,Research Scientist,265558,EX,PT,Australia,L,Australia,0,"Java, Deep Learning, NLP",Master,12,Education,9.9,Cognitive Computing
AI13949,Machine Learning Researcher,82299,MI,FT,Austria,L,Kenya,0,"Data Visualization, Deep Learning, Java",Master,2,Consulting,8.1,Cloud AI Solutions
AI13950,AI Specialist,148281,SE,FL,Japan,L,Japan,50,"Linux, Java, R, Kubernetes",PhD,5,Healthcare,7.8,Cognitive Computing
AI13951,AI Product Manager,33202,MI,FT,China,S,China,0,"Java, Python, Data Visualization, TensorFlow, Git",Bachelor,2,Education,8.5,Algorithmic Solutions
AI13952,AI Software Engineer,67300,EN,CT,Israel,M,Israel,0,"TensorFlow, Python, Linux, Statistics",Bachelor,0,Finance,7.1,Cloud AI Solutions
AI13953,AI Product Manager,120081,MI,FL,Ireland,L,Ireland,100,"Data Visualization, R, Azure",Master,4,Real Estate,7.6,Cognitive Computing
AI13954,Machine Learning Engineer,73036,MI,CT,France,S,France,0,"Python, MLOps, Tableau",PhD,2,Technology,9.2,AI Innovations
AI13955,Robotics Engineer,87908,EN,FT,Norway,S,Norway,100,"Kubernetes, Data Visualization, NLP, R, TensorFlow",Associate,0,Consulting,8.3,Quantum Computing Inc
AI13956,Machine Learning Researcher,70146,EX,PT,India,S,India,0,"Git, Python, Data Visualization, Linux, Scala",Bachelor,14,Education,5.5,DeepTech Ventures
AI13957,Principal Data Scientist,32133,MI,FL,India,S,India,100,"Azure, Python, Tableau, GCP",Bachelor,3,Media,8.9,Algorithmic Solutions
AI13958,Data Scientist,108840,SE,CT,Japan,S,Japan,50,"TensorFlow, Kubernetes, GCP, Spark",Associate,8,Consulting,7.5,Neural Networks Co
AI13959,Machine Learning Researcher,122926,SE,PT,Netherlands,M,United States,0,"Kubernetes, Scala, Tableau",Master,9,Retail,8.5,Autonomous Tech
AI13960,AI Product Manager,287863,EX,PT,Switzerland,M,Norway,50,"Scala, Deep Learning, Hadoop",PhD,19,Automotive,6.5,Predictive Systems
AI13961,Machine Learning Engineer,99266,SE,FT,Ireland,S,Ireland,50,"MLOps, Spark, PyTorch",Associate,7,Finance,5.3,Neural Networks Co
AI13962,NLP Engineer,228899,EX,FT,Japan,M,China,50,"MLOps, Docker, Kubernetes, Python, AWS",PhD,18,Real Estate,8.4,Advanced Robotics
AI13963,Data Scientist,162574,EX,PT,Ireland,M,Ireland,100,"Kubernetes, Spark, Tableau, Deep Learning",Bachelor,16,Real Estate,6.7,AI Innovations
AI13964,Data Engineer,225255,EX,PT,Finland,L,Finland,100,"Deep Learning, Computer Vision, Tableau, Azure, Docker",PhD,13,Manufacturing,5.5,Autonomous Tech
AI13965,Head of AI,132938,MI,FL,Switzerland,S,Switzerland,0,"Git, Azure, MLOps, Linux, R",PhD,2,Education,9.9,Smart Analytics
AI13966,AI Consultant,90671,SE,FT,Israel,S,Poland,50,"PyTorch, Kubernetes, TensorFlow, SQL",PhD,7,Finance,9.8,Algorithmic Solutions
AI13967,AI Architect,179691,EX,CT,Singapore,L,Singapore,0,"Scala, MLOps, Python",Bachelor,13,Telecommunications,7.5,Cognitive Computing
AI13968,AI Specialist,80674,EX,FL,India,L,India,0,"Git, PyTorch, Hadoop",PhD,13,Real Estate,9.6,Quantum Computing Inc
AI13969,Research Scientist,96450,SE,PT,Canada,S,Canada,50,"Hadoop, Python, TensorFlow, Computer Vision",Master,9,Transportation,5.3,TechCorp Inc
AI13970,AI Research Scientist,132495,SE,FL,Sweden,L,Sweden,50,"Kubernetes, Docker, NLP",Bachelor,9,Automotive,8.9,Cloud AI Solutions
AI13971,Machine Learning Engineer,70645,EN,CT,Canada,L,Canada,50,"Linux, Tableau, Python, PyTorch",Associate,1,Media,9.3,Machine Intelligence Group
AI13972,Robotics Engineer,24476,EN,PT,China,S,China,50,"Statistics, Scala, Java, MLOps, Deep Learning",Associate,1,Telecommunications,7.5,Neural Networks Co
AI13973,Machine Learning Engineer,219297,EX,FL,Singapore,L,Singapore,50,"Kubernetes, Scala, Spark, Deep Learning, Statistics",Associate,15,Automotive,6.6,Machine Intelligence Group
AI13974,Computer Vision Engineer,139564,EX,PT,United Kingdom,S,United Kingdom,100,"Linux, GCP, Scala",PhD,15,Telecommunications,9.2,Machine Intelligence Group
AI13975,NLP Engineer,232693,EX,FT,United States,S,United States,50,"Computer Vision, Python, TensorFlow, Java, R",PhD,14,Gaming,7.7,AI Innovations
AI13976,Machine Learning Engineer,97324,MI,PT,Ireland,S,Sweden,50,"AWS, Linux, NLP, Kubernetes",PhD,3,Energy,6.7,Autonomous Tech
AI13977,AI Specialist,83572,MI,FT,South Korea,L,Italy,0,"Docker, Hadoop, Kubernetes, Statistics, R",Bachelor,3,Real Estate,8.2,Cloud AI Solutions
AI13978,Computer Vision Engineer,119106,MI,FL,United States,M,Nigeria,100,"Tableau, Java, Python",Bachelor,2,Government,7.8,Machine Intelligence Group
AI13979,Deep Learning Engineer,107752,MI,PT,Singapore,L,Singapore,100,"AWS, Docker, Data Visualization, GCP, Kubernetes",Master,2,Energy,5.3,Cloud AI Solutions
AI13980,AI Consultant,62312,EN,FL,Singapore,M,Singapore,0,"Deep Learning, Data Visualization, Python, Tableau, MLOps",PhD,1,Education,7.8,Neural Networks Co
AI13981,Principal Data Scientist,118029,SE,FT,Ireland,L,Ireland,0,"TensorFlow, SQL, Tableau",PhD,7,Retail,7.4,TechCorp Inc
AI13982,Computer Vision Engineer,204810,EX,FL,Australia,S,Australia,0,"AWS, Data Visualization, R, NLP",Master,18,Retail,6.1,Neural Networks Co
AI13983,Research Scientist,79470,MI,FT,Netherlands,M,Portugal,100,"Deep Learning, Mathematics, MLOps, Java, GCP",Associate,3,Finance,9.1,Future Systems
AI13984,Data Analyst,86228,MI,CT,Australia,M,Switzerland,100,"Statistics, Spark, GCP, Git",PhD,2,Real Estate,6.6,Neural Networks Co
AI13985,Data Engineer,118142,MI,FT,Canada,L,Canada,100,"NLP, Python, Tableau",PhD,3,Retail,5.8,Smart Analytics
AI13986,Principal Data Scientist,149989,EX,CT,Israel,S,Israel,100,"AWS, PyTorch, Deep Learning, Mathematics",Bachelor,11,Energy,6.8,TechCorp Inc
AI13987,Data Scientist,59094,EN,CT,South Korea,M,United States,0,"Kubernetes, Data Visualization, Git",Master,1,Retail,8.0,Cognitive Computing
AI13988,Machine Learning Engineer,177285,SE,FL,Norway,L,Norway,0,"Scala, MLOps, Tableau, Data Visualization, R",Associate,8,Government,8.2,Quantum Computing Inc
AI13989,Autonomous Systems Engineer,86720,EN,PT,Denmark,M,Denmark,0,"Computer Vision, Tableau, Scala",Master,1,Education,6.8,Advanced Robotics
AI13990,Data Scientist,86353,EX,CT,China,L,China,0,"Computer Vision, Statistics, NLP, Tableau, Scala",Associate,17,Real Estate,9.3,Cognitive Computing
AI13991,AI Specialist,43936,SE,PT,India,M,India,50,"Data Visualization, PyTorch, Docker, Hadoop, AWS",PhD,8,Real Estate,6.7,Neural Networks Co
AI13992,Computer Vision Engineer,143556,EX,FT,Finland,M,Spain,100,"Data Visualization, Statistics, Python, Git",Master,16,Education,8.9,Predictive Systems
AI13993,Robotics Engineer,78380,EX,PT,India,M,China,50,"Python, Java, PyTorch, Mathematics",PhD,18,Government,5.9,Predictive Systems
AI13994,AI Consultant,72730,MI,FL,Austria,S,Austria,100,"GCP, SQL, Kubernetes, Data Visualization",Bachelor,2,Energy,7.1,Digital Transformation LLC
AI13995,Head of AI,290341,EX,CT,Sweden,L,Sweden,0,"Computer Vision, Python, MLOps",Associate,16,Retail,5.1,DataVision Ltd
AI13996,Data Engineer,217967,EX,CT,Ireland,S,Brazil,50,"PyTorch, AWS, TensorFlow",Master,17,Media,8.7,Digital Transformation LLC
AI13997,Data Engineer,102309,EX,FL,India,L,India,100,"SQL, Python, Computer Vision, Mathematics",Bachelor,11,Technology,8.2,Neural Networks Co
AI13998,Research Scientist,80525,MI,FT,Netherlands,M,Indonesia,0,"Java, R, TensorFlow",Associate,3,Consulting,7.3,Advanced Robotics
AI13999,Data Scientist,202160,SE,FT,United States,L,United States,100,"MLOps, Git, Tableau, Scala",Bachelor,6,Transportation,7.0,Algorithmic Solutions
AI14000,Head of AI,220964,EX,FT,Sweden,S,Sweden,100,"PyTorch, Computer Vision, Hadoop, Python, Spark",PhD,19,Automotive,8.3,Quantum Computing Inc
AI14001,AI Specialist,56149,EN,PT,Israel,L,Israel,100,"TensorFlow, NLP, Data Visualization, Scala",Master,0,Technology,8.5,Algorithmic Solutions
AI14002,Principal Data Scientist,145157,SE,FT,Canada,L,Canada,100,"Azure, Data Visualization, AWS, Kubernetes",PhD,9,Education,5.6,Neural Networks Co
AI14003,Data Engineer,172667,SE,PT,Sweden,L,Mexico,0,"SQL, GCP, Java, Deep Learning",Bachelor,6,Education,5.4,AI Innovations
AI14004,NLP Engineer,138247,EX,FL,Australia,M,Chile,100,"SQL, Python, Computer Vision, NLP, Spark",Master,12,Consulting,6.0,Machine Intelligence Group
AI14005,Robotics Engineer,129293,MI,PT,Norway,M,South Africa,0,"Mathematics, Linux, MLOps",Master,4,Media,7.0,TechCorp Inc
AI14006,AI Specialist,106869,SE,FT,Canada,M,New Zealand,100,"SQL, Python, Statistics, GCP, Kubernetes",Master,7,Media,5.1,Machine Intelligence Group
AI14007,NLP Engineer,57671,EN,FT,France,L,France,50,"Azure, Git, Hadoop",Associate,1,Healthcare,6.8,DataVision Ltd
AI14008,AI Product Manager,279242,EX,FT,United Kingdom,L,United Kingdom,0,"Hadoop, Linux, Computer Vision",Master,12,Transportation,6.9,Machine Intelligence Group
AI14009,Data Scientist,204632,EX,FT,Japan,L,Japan,100,"Scala, Spark, Deep Learning, Git, PyTorch",Associate,14,Retail,9.9,AI Innovations
AI14010,Data Engineer,203509,EX,FT,Germany,M,Germany,100,"Python, MLOps, Data Visualization, Scala, Tableau",Associate,11,Real Estate,6.1,Machine Intelligence Group
AI14011,AI Research Scientist,76433,EN,CT,Netherlands,S,Netherlands,50,"Python, Data Visualization, Hadoop, GCP",Associate,1,Technology,7.1,TechCorp Inc
AI14012,Machine Learning Engineer,143395,EX,FL,Canada,M,Singapore,0,"NLP, Data Visualization, Python",Associate,15,Energy,7.8,AI Innovations
AI14013,Data Scientist,190317,EX,PT,United States,M,United States,0,"Tableau, Spark, R",PhD,13,Gaming,6.9,Machine Intelligence Group
AI14014,Deep Learning Engineer,18052,EN,FL,India,M,Russia,50,"AWS, SQL, Computer Vision, NLP, Azure",Associate,0,Finance,5.0,Machine Intelligence Group
AI14015,Data Analyst,157903,SE,FL,Germany,L,Germany,50,"Hadoop, Linux, R",Associate,7,Energy,5.4,DataVision Ltd
AI14016,Deep Learning Engineer,208955,EX,FL,United States,L,United States,100,"Computer Vision, PyTorch, Git",Master,19,Consulting,8.9,Autonomous Tech
AI14017,Research Scientist,34807,EN,CT,China,L,China,100,"Linux, R, Statistics, Kubernetes",Bachelor,1,Education,7.1,Future Systems
AI14018,Research Scientist,81021,MI,FT,Australia,S,Australia,100,"Linux, GCP, Mathematics, NLP",PhD,2,Energy,9.9,Machine Intelligence Group
AI14019,Data Analyst,64631,EN,CT,France,L,France,50,"Azure, Deep Learning, Scala, Computer Vision",Master,1,Healthcare,9.9,Smart Analytics
AI14020,AI Specialist,92162,EN,FT,Denmark,S,Denmark,0,"GCP, Data Visualization, Spark",PhD,0,Gaming,9.5,Future Systems
AI14021,AI Product Manager,110327,MI,FT,Ireland,M,Ireland,100,"Tableau, Hadoop, Java, Spark, Deep Learning",Bachelor,2,Consulting,7.4,Quantum Computing Inc
AI14022,Robotics Engineer,102765,MI,FL,Denmark,S,Denmark,0,"Linux, Git, Tableau",Bachelor,3,Technology,8.5,DataVision Ltd
AI14023,Deep Learning Engineer,91759,EN,CT,United States,M,South Africa,100,"R, SQL, Hadoop",PhD,0,Automotive,5.0,Digital Transformation LLC
AI14024,AI Product Manager,159836,EX,CT,Ireland,L,United States,50,"GCP, SQL, Hadoop",PhD,17,Consulting,5.4,DataVision Ltd
AI14025,AI Software Engineer,120984,EN,CT,Switzerland,L,Switzerland,0,"Data Visualization, Kubernetes, AWS, MLOps, SQL",Associate,1,Real Estate,5.3,Predictive Systems
AI14026,Data Scientist,159881,SE,PT,Ireland,L,Ireland,0,"Scala, PyTorch, Azure, AWS, Statistics",Bachelor,5,Telecommunications,6.7,Digital Transformation LLC
AI14027,NLP Engineer,89150,EN,FL,Japan,L,Japan,0,"Git, GCP, Mathematics, PyTorch, TensorFlow",Master,1,Gaming,5.7,Autonomous Tech
AI14028,AI Consultant,67892,MI,CT,France,S,France,100,"Kubernetes, Docker, Java",Master,3,Finance,5.6,Quantum Computing Inc
AI14029,ML Ops Engineer,92548,EN,CT,United Kingdom,L,United Kingdom,100,"PyTorch, Mathematics, Computer Vision, R",Master,1,Transportation,5.9,Neural Networks Co
AI14030,Head of AI,53496,EN,FT,South Korea,S,Israel,0,"Deep Learning, Python, Tableau",Master,1,Energy,9.0,Cognitive Computing
AI14031,Computer Vision Engineer,70599,MI,FL,Austria,S,Colombia,50,"Java, Scala, Azure",Associate,3,Gaming,6.9,Quantum Computing Inc
AI14032,ML Ops Engineer,61691,MI,CT,Austria,S,Austria,100,"Kubernetes, Computer Vision, Java",Master,4,Finance,9.0,TechCorp Inc
AI14033,Data Analyst,128526,SE,FL,Ireland,L,Ireland,50,"AWS, SQL, GCP, Java",Master,9,Gaming,5.5,Smart Analytics
AI14034,Autonomous Systems Engineer,211888,EX,FT,Japan,M,Japan,50,"Linux, MLOps, Azure, Hadoop, Spark",Associate,14,Energy,6.9,Predictive Systems
AI14035,Robotics Engineer,111691,SE,FL,Canada,S,Canada,50,"Scala, Git, R, AWS",Bachelor,6,Telecommunications,10.0,AI Innovations
AI14036,Data Scientist,38446,SE,PT,India,S,India,100,"Docker, Python, TensorFlow, GCP",Associate,9,Government,5.3,TechCorp Inc
AI14037,NLP Engineer,90939,MI,CT,Canada,L,Canada,50,"SQL, Data Visualization, MLOps, Git, Kubernetes",Master,4,Finance,9.7,Neural Networks Co
AI14038,AI Software Engineer,89119,MI,FL,Canada,S,Canada,100,"R, Data Visualization, Statistics, Scala",Master,2,Real Estate,6.7,AI Innovations
AI14039,Principal Data Scientist,334067,EX,FT,Norway,L,Norway,50,"Python, Statistics, Git",Master,11,Media,9.1,Digital Transformation LLC
AI14040,Head of AI,168122,EX,FT,South Korea,S,South Korea,0,"Mathematics, Linux, Scala, Statistics, SQL",PhD,12,Manufacturing,6.3,Neural Networks Co
AI14041,ML Ops Engineer,130674,SE,PT,Switzerland,S,Switzerland,0,"Azure, Python, Tableau, GCP",Associate,9,Telecommunications,5.3,TechCorp Inc
AI14042,Research Scientist,147848,EX,CT,Austria,S,Austria,50,"Java, Azure, GCP",PhD,19,Automotive,9.4,Neural Networks Co
AI14043,Data Engineer,206878,EX,PT,Switzerland,M,United States,50,"Linux, TensorFlow, Python, Deep Learning",PhD,10,Telecommunications,9.9,Neural Networks Co
AI14044,ML Ops Engineer,120770,MI,FT,Denmark,S,Denmark,0,"Statistics, Python, Computer Vision, PyTorch",Bachelor,4,Manufacturing,7.4,Cloud AI Solutions
AI14045,ML Ops Engineer,209060,EX,CT,Canada,S,Canada,50,"TensorFlow, Kubernetes, Scala",Associate,17,Technology,9.1,Predictive Systems
AI14046,Robotics Engineer,55846,EN,PT,Ireland,S,Ireland,0,"Deep Learning, Data Visualization, Tableau, Mathematics",Associate,1,Consulting,6.8,TechCorp Inc
AI14047,Autonomous Systems Engineer,96258,MI,FL,Ireland,M,Ireland,50,"Scala, Data Visualization, Azure, NLP, Git",Associate,3,Manufacturing,8.0,Machine Intelligence Group
AI14048,Principal Data Scientist,76228,EN,CT,Australia,L,Australia,100,"SQL, Git, PyTorch, Tableau, Kubernetes",Bachelor,1,Government,7.1,Autonomous Tech
AI14049,AI Research Scientist,202209,SE,PT,Norway,L,Estonia,100,"TensorFlow, Computer Vision, SQL, Java, Linux",Bachelor,6,Gaming,6.4,TechCorp Inc
AI14050,Autonomous Systems Engineer,106972,MI,PT,Switzerland,S,Egypt,100,"MLOps, Linux, Tableau, PyTorch, Hadoop",PhD,4,Finance,7.1,Advanced Robotics
AI14051,Computer Vision Engineer,79068,EX,FT,China,S,China,50,"Tableau, Deep Learning, PyTorch",PhD,16,Energy,9.8,Quantum Computing Inc
AI14052,Autonomous Systems Engineer,101691,MI,PT,Switzerland,S,Switzerland,50,"Java, Scala, Git, Statistics",Bachelor,2,Transportation,5.8,Autonomous Tech
AI14053,AI Software Engineer,113366,MI,PT,Singapore,L,Singapore,100,"Java, NLP, Spark, TensorFlow, Azure",Master,4,Manufacturing,8.5,Quantum Computing Inc
AI14054,ML Ops Engineer,309967,EX,FL,United Kingdom,L,United Kingdom,50,"SQL, Java, Data Visualization, Hadoop, Computer Vision",Bachelor,18,Technology,6.8,Quantum Computing Inc
AI14055,AI Research Scientist,137461,SE,CT,Netherlands,S,Luxembourg,50,"GCP, Python, TensorFlow, R",Associate,9,Healthcare,8.2,AI Innovations
AI14056,AI Software Engineer,87443,EN,CT,United States,L,United States,0,"Computer Vision, Hadoop, Python, Kubernetes, Docker",Associate,0,Finance,8.1,Digital Transformation LLC
AI14057,ML Ops Engineer,116059,MI,PT,Singapore,M,Singapore,50,"Python, TensorFlow, Azure, Computer Vision, Git",PhD,4,Retail,9.1,Advanced Robotics
AI14058,Principal Data Scientist,82475,EN,CT,Denmark,S,Netherlands,0,"GCP, SQL, Spark, Java, Mathematics",Associate,1,Retail,9.4,Neural Networks Co
AI14059,Machine Learning Researcher,134959,SE,PT,Ireland,M,Ireland,50,"Git, Azure, MLOps, Linux",Bachelor,8,Finance,9.7,AI Innovations
AI14060,NLP Engineer,295543,EX,FL,United States,L,Portugal,0,"SQL, Scala, Mathematics, Azure, Hadoop",Associate,14,Manufacturing,8.7,Smart Analytics
AI14061,Head of AI,69846,EN,FL,United States,M,Estonia,100,"Java, PyTorch, Scala, SQL",Associate,1,Finance,8.7,DataVision Ltd
AI14062,Data Analyst,129073,SE,CT,Japan,L,Japan,100,"Linux, Data Visualization, Kubernetes, NLP, R",Bachelor,6,Transportation,8.8,Machine Intelligence Group
AI14063,Principal Data Scientist,60030,EN,CT,France,L,France,0,"Python, Java, Azure",PhD,1,Healthcare,5.2,Smart Analytics
AI14064,Machine Learning Engineer,90890,MI,FL,Canada,L,Romania,50,"Statistics, Kubernetes, Python, TensorFlow",Master,2,Real Estate,5.8,Neural Networks Co
AI14065,AI Architect,166381,SE,PT,Ireland,L,Germany,100,"Java, Data Visualization, AWS, Docker, Computer Vision",Bachelor,7,Media,7.8,Smart Analytics
AI14066,AI Product Manager,281704,EX,FL,Ireland,L,New Zealand,100,"Computer Vision, Azure, Spark, AWS",Master,17,Energy,9.6,DeepTech Ventures
AI14067,Computer Vision Engineer,132917,SE,FT,Ireland,S,Ireland,50,"SQL, Git, Python",Associate,7,Real Estate,5.5,AI Innovations
AI14068,AI Product Manager,29350,MI,FL,India,S,India,100,"Kubernetes, PyTorch, Hadoop, MLOps, Spark",Master,3,Education,8.1,Quantum Computing Inc
AI14069,Data Analyst,72631,EN,FL,Norway,S,Norway,0,"Mathematics, Statistics, Kubernetes, Azure",PhD,0,Energy,6.1,DataVision Ltd
AI14070,AI Research Scientist,57268,SE,FT,China,M,China,50,"TensorFlow, SQL, Data Visualization, GCP, Azure",Master,5,Retail,7.5,Autonomous Tech
AI14071,AI Research Scientist,83126,EN,FL,Switzerland,L,Sweden,0,"Python, TensorFlow, Scala, Kubernetes, Computer Vision",PhD,1,Transportation,7.1,Advanced Robotics
AI14072,AI Product Manager,114645,MI,FL,Norway,M,Norway,0,"Git, SQL, MLOps",Master,4,Transportation,6.0,DeepTech Ventures
AI14073,ML Ops Engineer,63688,EN,FT,Israel,S,Israel,50,"Data Visualization, Git, Computer Vision",PhD,1,Real Estate,8.3,Advanced Robotics
AI14074,Research Scientist,122807,SE,FT,Germany,S,Switzerland,0,"GCP, Docker, Statistics",Master,8,Healthcare,6.2,Quantum Computing Inc
AI14075,Deep Learning Engineer,102173,SE,PT,Ireland,S,Ireland,100,"Azure, Linux, Git, Java, TensorFlow",Associate,7,Automotive,8.7,Quantum Computing Inc
AI14076,Computer Vision Engineer,139906,SE,FT,United Kingdom,S,United Kingdom,0,"Git, Data Visualization, AWS, Computer Vision",PhD,8,Transportation,8.9,DeepTech Ventures
AI14077,AI Architect,161399,EX,PT,Japan,S,Japan,100,"PyTorch, R, Kubernetes",Associate,15,Transportation,8.9,Advanced Robotics
